30, 0.0
31, 0.0
32, 0.0
33, 0.0
34, 0.0
35, 0.0
36, 0.0
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.0
42, 0.0
43, 0.0
44, 0.0
45, 0.0
46, 0.0
47, 0.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.0
54, 0.0
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.0
60, 0.0
61, 0.0
62, 0.0
63, 0.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.0
69, 0.0
70, 0.0
71, 0.0
72, 0.0
73, 0.0
74, 0.0
75, 0.0
76, 0.0
77, 0.0
78, 0.0
79, 0.0
80, 0.0
81, 0.0
82, 0.0
83, 0.0
84, 0.0
85, 0.0
86, 0.0
87, 0.0
88, 0.0
89, 0.0
90, 0.0
91, 0.0
92.0, 0.00011237658620328617
93.0, 0.00030674268433066504
94.0, 0.0005305839719346009
95.0, 0.003820191598671143
96.0, 0.008951864825191466
97.0, 0.015621716304092113
98.0, 0.02073344770599684
99.0, 0.028690895779643642
100.0, 0.03873410441107913
101.0, 0.05011906097705034
102.0, 0.07057684219574327
103.0, 0.09750757362356953
104.0, 0.1310885465197985
105.0, 0.17797194896667806
106.0, 0.22047782495619347
107.0, 0.258466463574644
108.0, 0.29026235882673845
109.0, 0.30141670379080704
110.0, 0.29409623873767093
111.0, 0.27040182653551925
112.0, 0.24760342579942915
113.0, 0.217486244407188
114.0, 0.18667817814558885
115.0, 0.16116488440059482
116.0, 0.1336313262653321
117.0, 0.1131999584286329
118.0, 0.0984242640617523
119.0, 0.0787169083938004
120.0, 0.06413915245023541
121.0, 0.05196656017447208
122.0, 0.04102446603844289
123.0, 0.03817824561192388
124.0, 0.031103530966851402
125.0, 0.021171607048190835
126.0, 0.013065204350468344
127.0, 0.006801800452691287
128.0, 0.0024396071822815127
129.0, 0.0002506040299961544
130.0, 0.002932397885202912
131.0, 0.00289987058592814
132.0, 0.0015271515386628153
133.0, 0.0008779436944624903
134.0, 0.004872907143263875
135.0, 0.009784394084482374
